intent,sub intent,data,slots
agricultural_processes,soil_preparation,how to do manuring in soil preparation,O O O B-agricultural_process_type O B-land_soil_type B-agricultural_process_type
agricultural_processes,irrigation,why is irrigation important and where is it used,O O B-agricultural_process_type B-agricultural_process_adv O O O O O
agricultural_processes,sowing,when is the best time to sow seeds,O O O B-agricultural_process_adv B-agriculture_process_duration O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,sowing,what are the disadvantages of a bad sowing technique,O O O B-agricultural_process_adv O O B-agricultural_process_disadv B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,manure,what is the alternative for manuring,O O O O O B-agricultural_process_type
agricultural_processes,soil_preparation,what are the different steps in soil preparatiom,O O O O B_agricultural_process_requirement O B-land_soil_type O
agricultural_processes,irrigation,what is the cost of sprinkler irrigation in india,O O O B-land_cost O B-agricultural_process_sub_type B-agricultural_process_type O O
agricultural_processes,storage,which storage technique is best for paddy,O B-agricultural_process_type B_agricultural_process_requirement O B-agricultural_process_adv O O
agricultural_processes,storage,what is the cost of a pusa bin,O O O B-land_cost O O O O
agricultural_processes,soil_preparation,what is the most profitable soil preparation technique,O O O O B-land_cost B-land_soil_type B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,storage,what is the storage period of most crops,O O O B-agricultural_process_type B-agriculture_process_duration O O O
agricultural_processes,manure,does organic manure have advantages over synthetic manure,O O B-agricultural_process_type O B-agricultural_process_adv O O B-agricultural_process_type
agricultural_processes,irrigation,what is micro irrigation,O O B-agricultural_process_sub_type B-agricultural_process_type
agricultural_processes,irrigation,which is the most expensive irrigation system,O O O O B-land_cost B-agricultural_process_type O
agricultural_processes,manure,what are the harmful effects of manuring lateritic soil,O O O B-agricultural_process_disadv B-agricultural_process_disadv O B-agricultural_process_type B-land_soil_type B-land_soil_type
agricultural_processes,harvest,what are the important steps of harvesting,O O O B-agricultural_process_adv B_agricultural_process_requirement O B-agricultural_process_type
agricultural_processes,manure,what are the three types of composting,O O O O B-agricultural_process_type O B-agricultural_process_sub_type
agricultural_processes,storage,what is the use of pusa bin,O O O O O O O
agricultural_processes,storage,which season is best suited for storage,O B-agriculture_process_duration O B-agricultural_process_adv O O B-agricultural_process_type
agricultural_processes,storage,is it necessary to buy really expensive pusa bin for high yield,O O O O B-land_cost O B-land_cost O O O O B_agricultural_process_output
agricultural_processes,soil_preparation,where can i find the cheapets alluvial soil,O O O O O B-land_cost B-land_soil_type B-land_soil_type
agricultural_processes,storage,where do you find the best quality pusa bin,O O O O O B-agricultural_process_adv O O O
agricultural_processes,sowing,what is drilling method of seed sowing,O O B-agricultural_process_sub_type O O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,storage,what are the best practices for storage,O O O B-agricultural_process_adv O O B-agricultural_process_type
agricultural_processes,storage,what is the ideal conditions to store crops,O O O O O O B-agricultural_process_type O
agricultural_processes,storage,what is silo storage,O O B-agricultural_process_sub_type B-agricultural_process_type
agricultural_processes,manure,is manuring mandatory for all crops,O B-agricultural_process_type O O O O
agricultural_processes,harvest,what is the process of winnowing,O O O B-agricultural_process_type O B-agricultural_process_sub_type
agricultural_processes,soil_preparation,how to decide red soil amount,O O O B-land_soil_type B-land_soil_type B-land_cost
agricultural_processes,manure,how much area can be covered using 10kg of manure,O O B-land_area O O B-land_soil_type O O O B-agricultural_process_type
agricultural_processes,storage,where can i buy pusa bin storage,O O O B-land_cost O O B-agricultural_process_type
agricultural_processes,sowing,should we prefer organic seeds for sowing,O O O O B-agricultural_process_type O B-agricultural_process_type
agricultural_processes,sowing,how many months does sowing take,O O B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,sowing,does sowing involve manual work and how much has to be invested,O B-agricultural_process_type O O O O O O O O O O
agricultural_processes,harvest,what is harvesting,O O B-agricultural_process_type
agricultural_processes,soil_preparation,list the different types of soil,O O O B-agricultural_process_type O B-land_soil_type
agricultural_processes,soil_preparation,does soil types have different soil preparation techniques,O B-land_soil_type B-agricultural_process_type O O B-land_soil_type B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,sowing,what is the cost for drill sowing sowing,O O O B-land_cost O O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,manure,what is the difference between green and farmyard composting,O O O O O B-agricultural_process_sub_type O B-agricultural_process_sub_type B-agricultural_process_sub_type
agricultural_processes,manure,where do we find cheapest manure,O O O O B-land_cost B-agricultural_process_type
agricultural_processes,harvest,what is the lifespan of harvested crops,O O O B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,storage,what are the different types of storage techniques,O O O O B-agricultural_process_type O B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,irrigation,what are the advantages of good irrigation,O O O B-agricultural_process_adv O B-agricultural_process_adv B-agricultural_process_type
agricultural_processes,manure,what are the disadvantages of manure,O O O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,irrigation,how much land area can be irrigated with 100 litres of water,O O B-land_area B-land_area O O B-agricultural_process_type O O O O B_agricultural_process_requirement
agricultural_processes,harvest,what are the best seasons for harvesting of crops,O O O B-agricultural_process_adv B-agriculture_process_duration O B-agricultural_process_type O O
agricultural_processes,storage,is there an expiration on stored crops,O O O B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,manure,where can i find the best deal for manure price,O O O O O B-agricultural_process_adv O O B-agricultural_process_type B-land_cost
agricultural_processes,irrigation,what are the different types of irrigation,O O O O B-agricultural_process_type O B-agricultural_process_type
agricultural_processes,general,which processes are essential in agriculture,O B-agricultural_process_type O O O O
agricultural_processes,irrigation,is irrigation easy to learn,O B-agricultural_process_type B-agricultural_process_adv O O
agricultural_processes,irrigation,how is micro irrigation different from pump irrigation,O O B-agricultural_process_sub_type B-agricultural_process_type O O O B-agricultural_process_type
agricultural_processes,soil_preparation,what is the cost of purchasing land for farming,O O O B-land_cost O O B-land_area O O
agricultural_processes,soil_preparation,what is the selling price of lateritic soil,O O O O B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,harvest,when is the ideal time to harvest a crop,O O O O B-agriculture_process_duration O B-agricultural_process_type O O
agricultural_processes,storage,what can we do of surplus storage conditions,O O O O O B_agricultural_process_output B-agricultural_process_type O
agricultural_processes,storage,how many months do we need to store before selling,O O B-agriculture_process_duration O O B-agricultural_process_adv O B-agricultural_process_type O O
agricultural_processes,sowing,what is the price of sowing seeds,O O O B-land_cost O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,manure,what are good manuring practices,O O B-agricultural_process_adv B-agricultural_process_type O
agricultural_processes,sowing,is black soil good for sowing crops,O B-land_soil_type B-land_soil_type B-agricultural_process_adv O B-agricultural_process_type O
agricultural_processes,soil_preparation,should levelling be done for soil preparation,O B-agricultural_process_sub_type O O O B-land_soil_type B-agricultural_process_type
agricultural_processes,manure,is manure costly,O B-agricultural_process_type B-land_cost
agricultural_processes,manure,which season ideal for composting,O B-agriculture_process_duration O O B-agricultural_process_sub_type
agricultural_processes,storage,where can i buy silo storage,O O O B-land_cost B-agricultural_process_sub_type B-agricultural_process_type
agricultural_processes,irrigation,what is the average cost of an irrigation system,O O O O B-land_cost O O B-agricultural_process_type O
agricultural_processes,soil_preparation,what is the price of agricultural land,O O O B-land_cost O O B-land_area
agricultural_processes,storage,what are some diseases that can effect grains during storage,O O O B_agricultural_process_requirement O O B-agricultural_process_disadv O O B-agricultural_process_type
agricultural_processes,irrigation,what is modern irrigation,O O O B-agricultural_process_type
agricultural_processes,sowing,how to safely sow seeds,O O B-agricultural_process_adv B-agricultural_process_type B-agricultural_process_type
agricultural_processes,soil_preparation,what are the properties of peat,O O O O O B-land_soil_type
agricultural_processes,soil_preparation,what is the selling price of clay soil,O O O O B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,irrigation,what irrigation system is considered most efficient,O B-agricultural_process_type O O B-land_soil_type O O
agricultural_processes,general,what are the steps involved in agricultural processes,O O O B_agricultural_process_requirement O O O B-agricultural_process_type
agricultural_processes,irrigation,what is meant by irrigation,O O O O B-agricultural_process_type
agricultural_processes,general,what are the types of agricultural processes,O O O B-agricultural_process_type O O B-agricultural_process_type
agricultural_processes,irrigation,what is the price of irrigation of 300 acres land size,O O O B-land_cost O B-agricultural_process_type O O B-land_area B-land_area B-land_area
agricultural_processes,sowing,how long does sowing take,O B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,manure,what precautionary measures must be taken for composting,O O O O O O O B-agricultural_process_sub_type
agricultural_processes,harvest,is harvesting efficient for farming,O B-agricultural_process_type O O O
agricultural_processes,sowing,how much yield does 1kg of sowed seeds give,O O B_agricultural_process_output O O O B-agricultural_process_type B-agricultural_process_type O
agricultural_processes,manure,is composting expensive,O B-agricultural_process_sub_type B-land_cost
agricultural_processes,irrigation,what is the cost of irrigation equipment,O O O B-land_cost O B-agricultural_process_type O
agricultural_processes,harvest,is harvesting most important agricultural process,O B-agricultural_process_type O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,irrigation,what are the advantages of using a sprinkler,O O O B-agricultural_process_adv O O O B-agricultural_process_sub_type
agricultural_processes,soil_preparation,how long does soil preparation take,O B-agriculture_process_duration O B-land_soil_type B-agricultural_process_type O
agricultural_processes,soil_preparation,is sand or clay more expensive,O B-land_soil_type O B-land_soil_type O B-land_cost
agricultural_processes,soil_preparation,which soil type can i use to grow maize,O B-land_soil_type B-agricultural_process_type O O O O B-agriculture_process_duration O
agricultural_processes,soil_preparation,what is the most expensive soil preparation technique,O O O O B-land_cost B-land_soil_type B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,soil_preparation,what is the cheapest soil preparation technique,O O O B-land_cost B-land_soil_type B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,irrigation,what percentage of water is used in irrigation,O O O B_agricultural_process_requirement O O O B-agricultural_process_type
agricultural_processes,sowing,for which crops is dibbing method of sowing preferred,O O O O O O O B-agricultural_process_type B-land_soil_type
agricultural_processes,storage,what are the important parameters to be considered for storage,O O O B-agricultural_process_adv B_agricultural_process_requirement O O B-land_soil_type O B-agricultural_process_type
agricultural_processes,general,what are the different processes in agriculture,O O O O B-agricultural_process_type O O
agricultural_processes,storage,how to protect seeds stored from pests,O O B_agricultural_process_requirement B-agricultural_process_type B-agricultural_process_type O B_agricultural_process_requirement
agricultural_processes,harvest,is harvesting expensive,O B-agricultural_process_type B-land_cost
agricultural_processes,sowing,what are various methods of sowing,O O O O O B-agricultural_process_type
agricultural_processes,soil_preparation,what steps to follow for soil preparation for vegetables,O B_agricultural_process_requirement O O O B-land_soil_type B-agricultural_process_type O O
agricultural_processes,sowing,is sowing technique different for soil types,O B-agricultural_process_type B_agricultural_process_requirement O O B-land_soil_type B-agricultural_process_type
agricultural_processes,manure,is it cheaper to buy manure or make on your own,O O B-land_cost O B-land_cost B-agricultural_process_type O O O O O
agricultural_processes,storage,how to ensure air flow in storage facilities,O O O B_agricultural_process_requirement O O B-agricultural_process_type O
agricultural_processes,soil_preparation,how many acres required for farming,O O B-land_area B-land_soil_type O O
agricultural_processes,irrigation,list the different types of irrigation,O O O B-agricultural_process_type O B-agricultural_process_type
agricultural_processes,harvest,how expensive is harvesting,O B-land_cost O B-agricultural_process_type
agricultural_processes,irrigation,what is the manpower required for irrigation,O O O O B-land_soil_type O B-agricultural_process_type
agricultural_processes,manure,what is manuring,O O B-agricultural_process_type
agricultural_processes,irrigation,what are the disadvantages of irrigation,O O O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,irrigation,how does drip irrigation work,O O B-agricultural_process_sub_type B-agricultural_process_type O
agricultural_processes,sowing,do sowed seeds require attention,O B-agricultural_process_type B-agricultural_process_type O B_agricultural_process_requirement
agricultural_processes,harvest,what is the best harvesting method,O O O B-agricultural_process_adv B-agricultural_process_type O
agricultural_processes,manure,what is the lifespan of manure tools,O O O B-agriculture_process_duration O B-agricultural_process_type B-agricultural_process_sub_type
agricultural_processes,soil_preparation,what is the selling price of peat soil,O O O O B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,manure,what are the best practices for composting,O O O B-agricultural_process_adv O O B-agricultural_process_sub_type
agricultural_processes,harvest,when is the best time to harvest crops,O O O B-agricultural_process_adv B-agriculture_process_duration O B-agricultural_process_type O
agricultural_processes,harvest,what is the shelflife of harvesting tools,O O O B-agriculture_process_duration O B-agricultural_process_type B-agricultural_process_sub_type
agricultural_processes,manure,at what stage should manuring be done,O O B_agricultural_process_requirement O B-agricultural_process_type O O
agricultural_processes,irrigation,what are the signs of bad irrigation,O O O O O B-agricultural_process_disadv B-agricultural_process_type
agricultural_processes,harvest,how many acres can be harvested using the machine,O O B-land_area O O B-agricultural_process_type O O O
agricultural_processes,irrigation,which season is best for irrigation,O B-agriculture_process_duration O B-agricultural_process_adv O B-agricultural_process_type
agricultural_processes,soil_preparation,how is ploughing done for soil preparation,O O B-agricultural_process_sub_type O O B-land_soil_type B-agricultural_process_type
agricultural_processes,harvest,how to harvest,O O B-agricultural_process_type
agricultural_processes,manure,is there any alternative for manuring,O O O O O B-agricultural_process_type
agricultural_processes,irrigation,are there any special tools required for irrigation,O O O O B-agricultural_process_sub_type B-land_soil_type O B-agricultural_process_type
agricultural_processes,storage,should storage facilities be air tight,O B-agricultural_process_type O O B_agricultural_process_requirement O
agricultural_processes,soil_preparation,what are the different soil types,O O O O B-land_soil_type B-agricultural_process_type
agricultural_processes,irrigation,can i over irrigate my land,O O O B-agricultural_process_type O B-land_area
agricultural_processes,irrigation,how do irrigation systems move,O O B-agricultural_process_type O O
agricultural_processes,soil_preparation,what are the advantages of ploughing for soil preparation,O O O B-agricultural_process_adv O B-agricultural_process_sub_type O B-land_soil_type B-agricultural_process_type
agricultural_processes,storage,what is pusa bin storage,O O O O B-agricultural_process_type
agricultural_processes,storage,how to manage storage facilities,O O B_agricultural_process_requirement B-agricultural_process_type O
agricultural_processes,harvest,what methods can be employed for harvesting,O O O O O O B-agricultural_process_type
agricultural_processes,storage,do crops require any ideal conditions for storage,O O O O O O O B-agricultural_process_type
agricultural_processes,storage,how can we make storage profitable,O O O O B-agricultural_process_type B-land_cost
agricultural_processes,soil_preparation,how to do levelling,O O O B-agricultural_process_sub_type
agricultural_processes,harvest,is there equipment required for harvesting,O O O B-land_soil_type O B-agricultural_process_type
agricultural_processes,irrigation,what type of irrigation conserves the most water,O B-agricultural_process_type O B-agricultural_process_type B-agricultural_process_adv O O B_agricultural_process_requirement
agricultural_processes,sowing,is sowing expensive,O B-agricultural_process_type B-land_cost
agricultural_processes,manure,differentiate between green and farmyard composting,O O B-agricultural_process_sub_type O B-agricultural_process_sub_type B-agricultural_process_sub_type
agricultural_processes,irrigation,what is river lift system,O O O B-agricultural_process_sub_type O
agricultural_processes,soil_preparation,which is the cheapest soil,O O O B-land_cost B-land_soil_type
agricultural_processes,irrigation,what are the processes done before irrigation,O O O B-agricultural_process_type O O B-agricultural_process_type
agricultural_processes,manure,what are the different types of manure,O O O O B-agricultural_process_type O B-agricultural_process_type
agricultural_processes,sowing,what is dibbling method of sowing seeds,O O B-agricultural_process_sub_type O O B-agricultural_process_type B-agricultural_process_type
agricultural_processes,harvest,what are the products of harvesting paddy,O O O B_agricultural_process_output O B-agricultural_process_type O
agricultural_processes,soil_preparation,how expensive is soil preparation,O B-land_cost O B-land_soil_type B-agricultural_process_type
agricultural_processes,manure,is manuring safe,O B-agricultural_process_type B-agricultural_process_adv
agricultural_processes,storage,how to improve shelf life through storage,O O B-agricultural_process_adv O B-agriculture_process_duration O B-agricultural_process_type
agricultural_processes,harvest,does harvesting method vary for different soil types,O B-agricultural_process_type O O O O B-land_soil_type B-agricultural_process_type
agricultural_processes,storage,what is the lifespan of silo,O O O B-agriculture_process_duration O B-agricultural_process_sub_type
agricultural_processes,storage,how do we need to store fertilizers,O O O B-agricultural_process_adv O B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,harvest,what is the land size required for good harvesting,O O O B-land_area B-land_area B-land_soil_type O B-agricultural_process_adv B-agricultural_process_type
agricultural_processes,harvest,what harvesting technique is used for paddy,O B-agricultural_process_type B_agricultural_process_requirement O O O O
agricultural_processes,sowing,what is time required to grow sowed seeds,O O B-agriculture_process_duration B-land_soil_type O B-agriculture_process_duration B-agricultural_process_type B-agricultural_process_type
agricultural_processes,sowing,what is the advantage of sowing organic seeds,O O O B-agricultural_process_adv O B-agricultural_process_type O B-agricultural_process_type
agricultural_processes,sowing,what are the advantages of a good sowing technique,O O O B-agricultural_process_adv O O B-agricultural_process_adv B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,irrigation,what is localised irrigation,O O B-agricultural_process_sub_type B-agricultural_process_type
agricultural_processes,irrigation,how important is good irrigation,O B-agricultural_process_adv O B-agricultural_process_adv B-agricultural_process_type
agricultural_processes,harvest,what the steps followed in harvesting,O O B_agricultural_process_requirement O O B-agricultural_process_type
agricultural_processes,harvest,what is the cost required to purchase harvesting tools,O O O B-land_cost B-land_soil_type O B-land_cost B-agricultural_process_type B-agricultural_process_sub_type
agricultural_processes,manure,how to use manure,O O O B-agricultural_process_type
agricultural_processes,storage,how to improve storage facilities,O O B-agricultural_process_adv B-agricultural_process_type O
agricultural_processes,soil_preparation,what should add to my soil before preparation,O O O O O B-land_soil_type O B-agricultural_process_type
agricultural_processes,soil_preparation,what is the price of installing red soil in 10 acres of land,O O O B-land_cost O O B-land_soil_type B-land_soil_type O O B-land_area O B-land_area
agricultural_processes,irrigation,can drip irrigation be done on black soil,O B-agricultural_process_sub_type B-agricultural_process_type O O O B-land_soil_type B-land_soil_type
agricultural_processes,irrigation,which irrigation technique is most efficient,O B-agricultural_process_type B_agricultural_process_requirement O O O
agricultural_processes,irrigation,how expensive is irrigation supplies,O B-land_cost O B-agricultural_process_type O
agricultural_processes,sowing,what are the different types of sowing techniques,O O O O B-agricultural_process_type O B-agricultural_process_type B_agricultural_process_requirement
agricultural_processes,sowing,is sowing done after soil preparation,O B-agricultural_process_type O O B-land_soil_type B-agricultural_process_type
agricultural_processes,soil_preparation,what type of soil is best for growing crops,O B-agricultural_process_type O B-land_soil_type O B-agricultural_process_adv O B-agriculture_process_duration O
agricultural_processes,soil_preparation,where can i buy land for agriculture,O O O B-land_cost B-land_area O O
agricultural_processes,storage,how expensive is pusa bin storage,O B-land_cost O O O B-agricultural_process_type
agricultural_processes,soil_preparation,what is the lifespan of soil preparaion tools,O O O B-agriculture_process_duration O B-land_soil_type O B-agricultural_process_sub_type
agricultural_processes,harvest,why harvesting is important in agriculture,O B-agricultural_process_type O B-agricultural_process_adv O O
agricultural_processes,soil_preparation,where can i find the best price for red soil,O O O O O B-agricultural_process_adv B-land_cost O B-land_soil_type B-land_soil_type
agricultural_processes,irrigation,at which stage is irrigation done for agriculture,O O B_agricultural_process_requirement O B-agricultural_process_type O O O
agricultural_processes,soil_preparation,which are the different types of soil,O O O O B-agricultural_process_type O B-land_soil_type
agricultural_processes,storage,what are the advantages of pusa bin storage,O O O B-agricultural_process_adv O O O B-agricultural_process_type
agricultural_processes,soil_preparation,what are the tools required for soil preparation,O O O B-agricultural_process_sub_type B-land_soil_type O B-land_soil_type B-agricultural_process_type
agricultural_processes,harvest,what does harvesting process include,O O B-agricultural_process_type B-agricultural_process_type O
agricultural_processes,manure,what is composting,O O B-agricultural_process_sub_type
agrochemicals,pesticides,when to apply pesticides,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,what are common herbicides,O O O B-agrochemical_type
agrochemicals,fertilizers,how can i select the right combination and fertilizer doses for any crop,O O O O O O B-agrochemical_ingredients O B-agrochemical_type B-agrochemical_dosage O O B-agrochemical_usecase
agrochemicals,insecticides,what is life span of insecticides,O O B-agrochemical_shelflife O O B-agrochemical_type
agrochemicals,fertilizers,what are artificial fertilizers,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,can you use expired pesticide,O O B-agrochemical_usecase O B-agrochemical_type
agrochemicals,herbicides,how does cost vary for different herbicides,O O B-agrochemical_price O O O B-agrochemical_type
agrochemicals,pesticides,how much do pesticides increase crop yield,O B-agrochemical_dosage O B-agrochemical_type O B-agrochemical_usecase O
agrochemicals,fertilizers,how much time does fertilizer last for,O B-agrochemical_dosage B-agrochemical_shelflife O B-agrochemical_type B-agrochemical_shelflife O
agrochemicals,fungicides,are agrochemicals important for farming,O B-agrochemical_ingredients O O O
agrochemicals,insecticides,what insecticide is most expensive,O B-agrochemical_type O O B-agrochemical_price
agrochemicals,insecticides,working of insecticides,B-agrochemical_usecase O B-agrochemical_type
agrochemicals,herbicides,what chemicals are used in herbicides,O B-agrochemical_ingredients O B-agrochemical_usecase O B-agrochemical_type
agrochemicals,pesticides,organic pesticides,B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,what herbicide kills weeds but not grass,O B-agrochemical_type O B-agrochemical_usecase O O O
agrochemicals,herbicides,what are the disadvantages of herbicides,O O O B-agrochemical_adv O B-agrochemical_type
agrochemicals,pesticides,how can farmers get rid of pests without using pesticides,O O O O O O B-agrochemical_type O O B-agrochemical_type
agrochemicals,insecticides,explain working of insecticide,O B-agrochemical_usecase O B-agrochemical_type
agrochemicals,pesticides,is pesticide good for the soil,O B-agrochemical_type B-agrochemical_adv O O O
agrochemicals,pesticides,why do farmers use pesticides,O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fertilizers,are there natural fertilizers,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,what is the shelf life of herbicides,O O O O B-agrochemical_shelflife O B-agrochemical_type
agrochemicals,insecticides,what is botanical insecticide,O O O B-agrochemical_type
agrochemicals,pesticides,what are the active ingredient in pesticides,O O O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,fertilizers,what are natural fertilizers,O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,do herbicides cost a lot,O B-agrochemical_type B-agrochemical_price O O
agrochemicals,herbicides,what are the uses of herbicides,O O O B-agrochemical_usecase O B-agrochemical_type
agrochemicals,pesticides,what is chemical composition of pesticide,O O B-agrochemical_ingredients B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,pesticides,what are examples of pesticides,O O O O B-agrochemical_type
agrochemicals,fertilizers,what are the symptoms of potassium deficiency in plants,O O O O O B-agrochemical_ingredients O O O
agrochemicals,pesticides,are expired pesticides harmful to plants,O O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,pesticides,what are alternatives to pesticides,O O O O B-agrochemical_type
agrochemicals,pesticides,does pesticide have potassium,O B-agrochemical_type O B-agrochemical_ingredients
agrochemicals,herbicides,what do herbicides contain,O O B-agrochemical_type B-agrochemical_ingredients
agrochemicals,pesticides,how much quantity of pesticide do fruit plants need,O B-agrochemical_dosage B-agrochemical_dosage O B-agrochemical_type O O O O
agrochemicals,fertilizers,how long does it take for granular fertilizer plants to work on plants,O O O O O O O B-agrochemical_type O O B-agrochemical_usecase O O
agrochemicals,fertilizers,which fertilizer makes plants grow faster,O B-agrochemical_type O O B-agrochemical_usecase O
agrochemicals,pesticides,what type of pest control do pesticides offer,O O O B-agrochemical_type B-agrochemical_usecase O B-agrochemical_type O
agrochemicals,fertilizers,what are the types of inorganic fertilizers,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fungicides,which is the most common agrochemical,O O O O O B-agrochemical_ingredients
agrochemicals,fertilizers,are fertilizers harmful,O B-agrochemical_type B-agrochemical_disadv
agrochemicals,fertilizers,what are the advantages of fertilizers,O O O B-agrochemical_adv O B-agrochemical_type
agrochemicals,pesticides,what is the life span of pesticides,O O O B-agrochemical_shelflife O O B-agrochemical_type
agrochemicals,fungicides,what chemical belongs to fungicides,O B-agrochemical_ingredients O O B-agrochemical_type
agrochemicals,insecticides,do insecticides harm the soil,O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,pesticides,what happens when pesticides expire,O O O B-agrochemical_type O
agrochemicals,herbicides,good effects of herbicides,B-agrochemical_adv O O B-agrochemical_type
agrochemicals,insecticides,does insecticide require investment,O B-agrochemical_type O B-agrochemical_price
agrochemicals,fertilizers,what are the benefits of fertilizer,O O O B-agrochemical_adv O B-agrochemical_type
agrochemicals,herbicides,is herbicide expensive,O B-agrochemical_type B-agrochemical_price
agrochemicals,fungicides,do fungicides expire,O B-agrochemical_type O
agrochemicals,insecticides,do insecticides have zinc,O B-agrochemical_type O B-agrochemical_ingredients
agrochemicals,fertilizers,how chemical fertilizers are different from bio-fertilizers,O B-agrochemical_ingredients B-agrochemical_type O O O B-agrochemical_type
agrochemicals,fungicides,is using fungicides disadvantageous,O O B-agrochemical_type B-agrochemical_adv
agrochemicals,fungicides,how are fungicides used in plants,O O B-agrochemical_type B-agrochemical_usecase O O
agrochemicals,pesticides,are expired pesticides good for plants,O O B-agrochemical_type B-agrochemical_adv O O
agrochemicals,fertilizers,what are disadvantages of artificial fertilizers,O O B-agrochemical_adv O B-agrochemical_usecase B-agrochemical_type
agrochemicals,fertilizers,can fertilizer be bad for the soil,O B-agrochemical_type O B-agrochemical_disadv O O O
agrochemicals,herbicides,are herbicides cheap,O B-agrochemical_type B-agrochemical_price
agrochemicals,insecticides,for how long is insecticide used,O O O O B-agrochemical_type B-agrochemical_usecase
agrochemicals,fertilizers,which is the best fertilizer,O O O O B-agrochemical_type
agrochemicals,insecticides,what is composition of insecticide,O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,pesticides,how long do pesticides last on the shelf,O O O B-agrochemical_type B-agrochemical_shelflife O O O
agrochemicals,fungicides,why are agrochemicals important,O O B-agrochemical_ingredients O
agrochemicals,pesticides,preparation of pesticide,O O B-agrochemical_type
agrochemicals,insecticides,what is the best in organic insecticides,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,what do pesticides contain,O O B-agrochemical_type B-agrochemical_ingredients
agrochemicals,insecticides,what is the price of insecticides,O O O B-agrochemical_price O B-agrochemical_type
agrochemicals,pesticides,how much pesticide does it take to spray an acre,O B-agrochemical_dosage B-agrochemical_type O O O O O O O
agrochemicals,insecticides,how do i make a natural insecticide for plants,O O O O O B-agrochemical_usecase B-agrochemical_type O O
agrochemicals,fungicides,can you use too much fungicide,O O B-agrochemical_usecase O B-agrochemical_dosage B-agrochemical_type
agrochemicals,fertilizers,is fertilizer bad for the soil,O B-agrochemical_type B-agrochemical_disadv O O O
agrochemicals,fertilizers,how much fertilizer is needed in a farm,O B-agrochemical_dosage B-agrochemical_type O O O O O
agrochemicals,insecticides,composition of insecticide,B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,fertilizers,how much does fertilizer cost per acre,O B-agrochemical_dosage O B-agrochemical_type B-agrochemical_price O O
agrochemicals,pesticides,how do pesticides control pests,O O B-agrochemical_type B-agrochemical_usecase B-agrochemical_type
agrochemicals,insecticides,how often should i use insecticide,O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,herbicides,does herbicide expire,O B-agrochemical_type O
agrochemicals,fertilizers,what are some examples of inorganic fertilizers,O O O O O B-agrochemical_usecase B-agrochemical_type
agrochemicals,pesticides,how much dosage of pesticide is used,O B-agrochemical_dosage B-agrochemical_dosage O B-agrochemical_type O B-agrochemical_usecase
agrochemicals,fertilizers,date of expiry of fertilizer,B-agrochemical_shelflife O B-agrochemical_shelflife O B-agrochemical_type
agrochemicals,fungicides,what is recommended dosage of fungicides,O O O B-agrochemical_dosage O B-agrochemical_type
agrochemicals,herbicides,why do farmers prefer using herbicides,O O O O O B-agrochemical_type
agrochemicals,fertilizers,can fertilizer harm the soil,O B-agrochemical_type B-agrochemical_disadv O O
agrochemicals,herbicides,what are raw materials of herbicides,O O O B-agrochemical_ingredients O B-agrochemical_type
agrochemicals,fungicides,how do you make natural fungicide,O O O O B-agrochemical_usecase B-agrochemical_type
